Gene_name,geneID,Rep. 1,Rep. 2,Avg. Expression,Rep. A,Rep. B,Avg. Expression,Foldchange,qvalue
Dock11,NM_001009947,1118,717,1092,1086,917.5,1089,1.186920981,2.62E-20
Nrsn2,NM_001009948,0,0,0,0,0,0,0,1
Mcart1,NM_001009949,1061,759,328,410,910,369,-2.466124661,1.29E-06
Slc38a8,NM_001009950,0,0,0,0,0,0,0,1
BC088983,NM_001009951,265,169,63,81,217,72,-3.013888889,9.72E-07
Abpd,NM_001009952,0,0,0,0,0,0,0,1
Pde1a,NM_001009978,0,0,0,0,0,0,0,1
Pde1a,NM_001009979,0,0,0,0,0,0,0,1
Ficd,NM_001010825,86,68,62,65,77,63.5,-1.212598425,0.078856782
Kctd14,NM_001010826,0,0,1,2,0,1.5,0,0.290371755
Taar7b,NM_001010827,0,0,0,0,0,0,0,1
Taar6,NM_001010828,0,0,0,0,0,0,0,1
Taar7a,NM_001010829,0,0,0,0,0,0,0,1
Taar8a,NM_001010830,0,0,0,0,0,0,0,1
Taar9,NM_001010831,0,0,0,0,0,0,0,1
Mdc1,NM_001010833,1395,909,605,617,1152,611,-1.885433715,0.220537379
Slc10a5,NM_001010834,0,0,0,0,0,0,0,1
Taar7e,NM_001010835,0,0,0,0,0,0,0,1
Ppp1r13l,NM_001010836,108,92,32,39,100,35.5,-2.816901408,0.001086642
Taar8b,NM_001010837,0,0,0,0,0,0,0,1
Taar7d,NM_001010838,0,0,0,0,0,0,0,1
Taar7f,NM_001010839,0,0,0,0,0,0,0,1
Taar8c,NM_001010840,0,0,0,0,0,0,0,1
Mrps33,NM_001010930,537,403,252,252,470,252,-1.865079365,0.340217427
Gjb6,NM_001010937,0,0,0,0,0,0,0,1
Gpr12,NM_001010941,0,0,0,0,0,0,0,1
Hrh2,NM_001010973,1,0,0,1,0.5,0.5,1,1
Olfr1193,NM_001011517,0,0,0,0,0,0,0,1
Olfr94,NM_001011518,0,0,0,0,0,0,0,1
Olfr1148,NM_001011519,0,0,0,0,0,0,0,1
Olfr310,NM_001011520,0,0,0,0,0,0,0,1
Olfr913,NM_001011523,0,0,0,0,0,0,0,1
Olfr1418,NM_001011524,0,0,0,0,0,0,0,1
Olfr1415,NM_001011525,0,0,0,0,0,0,0,1
Olfr503,NM_001011527,0,0,0,0,0,0,0,1
Olfr456,NM_001011528,0,0,0,0,0,0,0,1
Olfr1251,NM_001011529,0,0,0,0,0,0,0,1
Olfr723,NM_001011530,0,0,0,0,0,0,0,1
Olfr329-ps,NM_001011531,0,0,0,0,0,0,0,1
Olfr1037,NM_001011532,0,0,0,0,0,0,0,1
Olfr688,NM_001011533,0,0,0,0,0,0,0,1
Olfr988,NM_001011534,0,0,0,0,0,0,0,1
Olfr1182,NM_001011535,0,0,0,0,0,0,0,1
Olfr566,NM_001011536,0,0,0,0,0,0,0,1
Olfr1532-ps1,NM_001011542,0,0,0,0,0,0,0,1
Olfr180,NM_001011662,0,0,0,0,0,0,0,1
Nms,NM_001011684,0,0,0,0,0,0,0,1
Rnase13,NM_001011687,0,0,0,0,0,0,0,1
Olfr1000,NM_001011695,0,0,0,0,0,0,0,1
Cyp2c66,NM_001011707,0,0,0,0,0,0,0,1
Olfr102,NM_001011721,0,0,0,0,0,0,0,1
Xkr7,NM_001011732,0,0,0,0,0,0,0,1
Olfr288,NM_001011733,0,0,0,0,0,0,0,1
Olfr1116-ps,NM_001011734,0,0,0,0,0,0,0,1
Olfr1066,NM_001011735,0,0,0,0,0,0,0,1
Olfr205,NM_001011736,0,0,0,0,0,0,0,1
Olfr1357,NM_001011737,0,0,0,0,0,0,0,1
Olfr744,NM_001011738,0,0,0,0,0,0,0,1
Olfr885,NM_001011739,0,0,0,0,0,0,0,1
Olfr225,NM_001011740,0,0,0,0,0,0,0,1
Olfr1386,NM_001011741,0,0,0,0,0,0,0,1
Olfr479,NM_001011742,0,0,0,0,0,0,0,1
Olfr324,NM_001011743,0,0,0,0,0,0,0,1
Olfr867,NM_001011748,0,0,0,0,0,0,0,1
Olfr704,NM_001011749,0,0,0,0,0,0,0,1
Olfr294,NM_001011750,0,0,0,0,0,0,0,1
Olfr298,NM_001011751,0,0,0,0,0,0,0,1
Olfr293,NM_001011752,0,0,0,0,0,0,0,1
Olfr115,NM_001011753,0,1,0,0,0.5,0,0,1
Olfr735,NM_001011754,0,0,0,0,0,0,0,1
Olfr671,NM_001011755,0,0,0,0,0,0,0,1
Olfr948,NM_001011756,0,0,0,0,0,0,0,1
Olfr663,NM_001011757,0,0,0,0,0,0,0,1
Olfr1016,NM_001011758,0,0,0,0,0,0,0,1
Olfr1031,NM_001011759,0,0,0,0,0,0,0,1
Olfr314,NM_001011760,0,0,0,0,0,0,0,1
Olfr1229,NM_001011761,0,0,0,0,0,0,0,1
Olfr299,NM_001011767,0,0,0,0,0,0,0,1
Olfr317,NM_001011769,0,0,0,0,0,0,0,1
Olfr332,NM_001011770,0,0,0,0,0,0,0,1
Olfr1089,NM_001011771,0,0,0,0,0,0,0,1
Olfr1287,NM_001011773,0,0,0,0,0,0,0,1
Olfr1028,NM_001011774,0,0,0,0,0,0,0,1
Olfr1419,NM_001011775,0,0,0,0,0,0,0,1
Olfr527,NM_001011776,0,0,0,0,0,0,0,1
Olfr1042,NM_001011777,0,0,0,0,0,0,0,1
Olfr285,NM_001011778,0,0,0,0,0,0,0,1
Olfr286,NM_001011779,0,0,0,0,0,0,0,1
Olfr287,NM_001011780,0,0,0,0,0,0,0,1
Olfr543,NM_001011782,1,0,0,0,0.5,0,0,1
Olfr1039,NM_001011784,0,0,0,0,0,0,0,1
Olfr987,NM_001011785,0,0,0,0,0,0,0,1
Olfr1307,NM_001011787,0,0,0,0,0,0,0,1
Olfr222,NM_001011789,0,0,0,0,0,0,0,1
Olfr1382,NM_001011790,0,0,0,0,0,0,0,1
Olfr193,NM_001011791,0,0,0,0,0,0,0,1
Olfr207,NM_001011792,0,0,0,0,0,0,0,1
Olfr598,NM_001011793,0,0,0,0,0,0,0,1
Olfr1322,NM_001011794,0,0,0,0,0,0,0,1
Olfr1275,NM_001011795,0,0,0,0,0,0,0,1
Olfr1249,NM_001011796,0,0,0,0,0,0,0,1
Olfr782,NM_001011797,0,0,0,0,0,0,0,1
Olfr884,NM_001011798,0,0,0,0,0,0,0,1
Olfr453,NM_001011799,0,0,0,0,0,0,0,1
Olfr212,NM_001011800,2,4,0,0,3,0,0,0.155490514
Olfr213,NM_001011801,1,0,0,0,0.5,0,0,1
Olfr1318,NM_001011802,0,0,0,0,0,0,0,1
Olfr1306,NM_001011803,0,0,0,0,0,0,0,1
Olfr1211,NM_001011804,0,0,0,0,0,0,0,1
Olfr1385,NM_001011805,0,0,0,0,0,0,0,1
Olfr901,NM_001011806,0,0,0,0,0,0,0,1
Olfr191,NM_001011807,0,0,0,0,0,0,0,1
Olfr198,NM_001011808,0,0,0,0,0,0,0,1
Olfr728,NM_001011809,0,0,0,0,0,0,0,1
Olfr485,NM_001011810,0,0,0,0,0,0,0,1
Olfr487,NM_001011811,0,0,0,0,0,0,0,1
Olfr951,NM_001011812,0,0,0,0,0,0,0,1
Olfr93,NM_001011813,0,0,0,0,0,0,0,1
Olfr524,NM_001011814,0,0,0,0,0,0,0,1
Olfr533,NM_001011815,0,0,0,0,0,0,0,1
Olfr1181,NM_001011816,0,0,0,0,0,0,0,1
Olfr316,NM_001011818,0,0,0,0,0,0,0,1
Olfr312,NM_001011819,0,0,0,0,0,0,0,1
Olfr1359,NM_001011820,0,0,0,0,0,0,0,1
Olfr804,NM_001011821,0,0,0,0,0,0,0,1
Olfr787,NM_001011822,0,0,0,0,0,0,0,1
Olfr834,NM_001011823,0,0,0,0,0,0,0,1
Olfr832,NM_001011824,0,0,0,0,0,0,0,1
Olfr1105,NM_001011825,0,0,0,0,0,0,0,1
Olfr967,NM_001011826,0,0,0,0,0,0,0,1
Olfr963,NM_001011827,0,0,0,0,0,0,0,1
Olfr304,NM_001011828,0,0,0,0,0,0,0,1
Olfr761,NM_001011829,0,0,0,0,0,0,0,1
Olfr119,NM_001011830,0,0,0,0,0,0,0,1
Olfr1500,NM_001011831,0,0,0,0,0,0,0,1
Olfr1490,NM_001011832,0,0,0,0,0,0,0,1
Olfr1137,NM_001011833,0,0,0,0,0,0,0,1
Olfr1152,NM_001011834,0,0,0,0,0,0,0,1
Olfr1162,NM_001011835,0,0,0,0,0,0,0,1
Olfr1129,NM_001011836,0,0,0,0,0,0,0,1
Olfr748,NM_001011837,0,0,0,0,0,0,0,1
Olfr1437,NM_001011839,0,0,0,0,0,0,0,1
Olfr1463,NM_001011840,0,0,0,0,0,0,0,1
Olfr1465,NM_001011841,0,0,0,0,0,0,0,1
Olfr1474,NM_001011842,0,0,0,0,0,0,0,1
Olfr597,NM_001011845,0,0,0,0,0,0,0,1
Olfr517,NM_001011846,0,0,0,0,0,0,0,1
Olfr591,NM_001011847,0,0,0,0,0,0,0,1
Olfr675,NM_001011848,0,0,0,0,0,0,0,1
Olfr792,NM_001011849,0,0,0,0,0,0,0,1
Olfr1505,NM_001011850,0,0,0,0,0,0,0,1
Olfr412,NM_001011851,0,0,0,0,0,0,0,1
Olfr1029,NM_001011852,0,0,0,0,0,0,0,1
Olfr1425,NM_001011853,0,0,0,0,0,0,0,1
Olfr605,NM_001011854,0,0,0,0,0,0,0,1
Olfr169,NM_001011855,0,0,0,0,0,0,0,1
Olfr1331,NM_001011856,0,0,0,0,0,0,0,1
Olfr685,NM_001011857,0,0,0,0,0,0,0,1
Olfr504,NM_001011858,0,0,0,0,0,0,0,1
Olfr965,NM_001011859,0,0,0,0,0,0,0,1
Olfr1222,NM_001011860,0,0,0,0,0,0,0,1
Olfr331,NM_001011861,0,0,0,0,0,0,0,1
Olfr699,NM_001011862,0,0,0,0,0,0,0,1
Olfr406-ps,NM_001011863,0,0,0,0,0,0,0,1
Olfr917,NM_001011864,0,0,0,0,0,0,0,1
Olfr624,NM_001011865,0,0,0,0,0,0,0,1
Olfr309,NM_001011866,0,0,0,0,0,0,0,1
Olfr538,NM_001011867,0,0,0,0,0,0,0,1
Olfr1178,NM_001011868,0,0,0,0,0,0,0,1
Olfr452,NM_001011869,0,0,0,0,0,0,0,1
Olfr1329,NM_001011870,0,0,0,0,0,0,0,1
Olfr506,NM_001011871,0,0,0,0,0,0,0,1
Olfr1034,NM_001011872,0,0,0,0,0,0,0,1
Xkr9,NM_001011873,0,0,0,0,0,0,0,1
Xkr4,NM_001011874,0,0,0,0,0,0,0,1
Rnase12,NM_001011875,0,0,0,0,0,0,0,1
Ang6,NM_001011876,0,0,0,0,0,0,0,1
Rnase11,NM_001011877,0,0,0,0,0,0,0,1
Trex1,NM_001012236,471,351,2254,2085,411,2169.5,5.278588808,1.27E-169
Olfr857,NM_001012265,0,0,0,0,0,0,0,1
Olfr835,NM_001012266,0,0,0,0,0,0,0,1
Olfr1513,NM_001012269,0,0,0,0,0,0,0,1
Birc5,NM_001012273,1269,820,444,368,1044.5,406,-2.572660099,5.91E-08
Slc39a12,NM_001012305,0,0,2,0,0,1,0,0.94949084
Hsd3b3,NM_001012306,0,0,0,0,0,0,0,1
Defa23,NM_001012307,0,0,0,0,0,0,0,1
Ccdc55,NM_001012309,774,559,697,645,666.5,671,1.006751688,1.02E-10
Slc25a47,NM_001012310,12,14,18,13,13,15.5,1.192307692,0.076961514
Pgbd1,NM_001012311,0,0,0,0,0,0,0,1
Sctr,NM_001012322,0,0,0,0,0,0,0,1
Mup20,NM_001012323,0,0,0,0,0,0,0,1
Ecm2,NM_001012324,0,0,0,0,0,0,0,1
Zfp708,NM_001012325,71,33,40,52,52,46,-1.130434783,0.040115082
Zfp238,NM_001012330,2456,1603,1629,1657,2029.5,1643,-1.235240414,5.53E-05
Mdk,NM_001012335,25,19,11,4,22,7.5,-2.933333333,0.160291491
Mdk,NM_001012336,25,19,11,4,22,7.5,-2.933333333,0.160291491
Slc2a9,NM_001012363,126,115,53,62,120.5,57.5,-2.095652174,0.152143372
Bpifb1,NM_001012392,0,0,0,0,0,0,0,1
Ptpla,NM_001012396,248,207,78,86,227.5,82,-2.774390244,7.18E-06
AU022252,NM_001012400,105,107,33,39,106,36,-2.944444444,0.000242686
Hspb6,NM_001012401,110,70,29,18,90,23.5,-3.829787234,4.49E-06
Hs3st6,NM_001012402,0,0,0,0,0,0,0,1
Kctd14,NM_001012434,0,0,1,2,0,1.5,0,0.290371755
Zfp708,NM_001012448,67,29,36,49,48,42.5,-1.129411765,0.050341087
Zfp708,NM_001012449,71,33,40,52,52,46,-1.130434783,0.040115082
Ankrd6,NM_001012450,1,0,0,0,0.5,0,0,1
Ankrd6,NM_001012451,1,0,0,0,0.5,0,0,1
Cxcl12,NM_001012477,0,0,0,0,0,0,0,1
Fut10,NM_001012517,47,28,3,9,37.5,6,-6.25,2.81E-05
Ehmt1,NM_001012518,1240,863,352,287,1051.5,319.5,-3.291079812,1.66E-17
Klri1,NM_001012520,0,0,2,9,0,5.5,0,0.000925226
Rims1,NM_001012623,0,0,0,0,0,0,0,1
Rims1,NM_001012624,0,0,0,0,0,0,0,1
Rims1,NM_001012625,0,0,0,0,0,0,0,1
Acd,NM_001012638,407,298,215,177,352.5,196,-1.798469388,0.687689234
AY761185,NM_001012640,0,0,0,0,0,0,0,1
AI316807,NM_001012667,73,55,31,28,64,29.5,-2.169491525,0.294661895
Wfdc13,NM_001012704,0,0,0,0,0,0,0,1
Wfdc16,NM_001012723,0,0,0,0,0,0,0,1
Wfdc6b,NM_001012725,0,0,0,0,0,0,0,1
Aym1,NM_001012726,0,0,0,0,0,0,0,1
Adcy5,NM_001012765,0,0,1,0,0,0.5,0,1
Ear12,NM_001012766,0,0,0,0,0,0,0,1
Zfp787,NM_001013012,335,251,195,190,293,192.5,-1.522077922,0.80696929
Dhrs7c,NM_001013013,0,0,0,0,0,0,0,1
Lrrn4cl,NM_001013019,118,84,22,9,101,15.5,-6.516129032,3.77E-13
Odf3b,NM_001013022,1,0,0,0,0.5,0,0,1
Mterf,NM_001013023,58,44,27,30,51,28.5,-1.789473684,1
Usp13,NM_001013024,0,0,0,0,0,0,0,1
Tgfbrap1,NM_001013025,778,541,200,163,659.5,181.5,-3.633608815,9.36E-19
Ttf2,NM_001013026,1047,689,252,201,868,226.5,-3.832229581,4.88E-23
AI597468,NM_001013028,543,361,409,418,452,413.5,-1.093107618,1.12E-06
1500010J02Rik,NM_001013256,449,290,259,226,369.5,242.5,-1.52371134,0.658058781
Npcd,NM_001013360,502,372,40,36,437,38,-11.5,8.54E-59
Npcd,NM_001013362,533,404,42,36,468.5,39,-12.01282051,3.61E-63
Osm,NM_001013365,270,229,2337,2331,249.5,2334,9.354709419,8.79E-240
Wdr91,NM_001013366,1044,718,393,426,881,409.5,-2.151404151,0.002489429
Prkaa1,NM_001013367,1750,1103,839,840,1426.5,839.5,-1.69922573,1
E2f8,NM_001013368,866,561,452,395,713.5,423.5,-1.684769776,1
Pfdn4,NM_001013369,397,266,200,211,331.5,205.5,-1.613138686,1
Sesn1,NM_001013370,717,467,48,37,592,42.5,-13.92941176,3.57E-78
Dtx3l,NM_001013371,1657,1065,6242,6548,1361,6395,4.698750918,1.17E-183
Nrp,NM_001013372,11,9,2,6,10,4,-2.5,0.882683268
Tmprss13,NM_001013373,0,0,14,7,0,10.5,0,7.48E-07
Lman2l,NM_001013374,439,301,225,221,370,223,-1.659192825,1
Utp18,NM_001013375,615,452,276,319,533.5,297.5,-1.793277311,0.664945446
Rpp38,NM_001013376,330,233,151,173,281.5,162,-1.737654321,1
E130306D19Rik,NM_001013377,217,125,14,19,171,16.5,-10.36363636,6.65E-28
Uspl1,NM_001013378,960,699,441,434,829.5,437.5,-1.896,0.174859066
Zfp930,NM_001013379,529,359,140,150,444,145,-3.062068966,2.43E-10
Dync1li2,NM_001013380,3638,2376,2165,2396,3007,2280.5,-1.318570489,0.0017674
Rsad1,NM_001013381,112,80,9,15,96,12,-8,6.82E-15
Lrrc52,NM_001013382,0,0,0,0,0,0,0,1
Podnl1,NM_001013384,0,1,0,0,0.5,0,0,1
Grm4,NM_001013385,0,0,0,0,0,0,0,1
Rasl10b,NM_001013386,1,0,1,2,0.5,1.5,3,0.756647998
Zfp182,NM_001013387,223,122,110,73,172.5,91.5,-1.885245902,0.636092122
Mrs2,NM_001013389,258,172,73,70,215,71.5,-3.006993007,1.05E-06
Scn4b,NM_001013390,0,0,0,0,0,0,0,1
Cpsf6,NM_001013391,2583,1621,1475,1354,2102,1414.5,-1.486037469,0.221899597
Gm11487,NM_001013393,0,0,0,0,0,0,0,1
D9Ertd402e,NM_001013405,141,91,53,52,116,52.5,-2.20952381,0.091688507
Nkain2,NM_001013411,0,0,0,0,0,0,0,1
Ccl26,NM_001013412,0,0,0,0,0,0,0,1
Neurl4,NM_001013414,287,236,43,67,261.5,55,-4.754545455,1.26E-18
Ric8b,NM_001013441,298,223,139,131,260.5,135,-1.92962963,0.278236232
Olfr112,NM_001013575,0,1,0,0,0.5,0,0,1
1110054O05Rik,NM_001013577,725,510,458,411,617.5,434.5,-1.421173763,0.138295847
Thoc7,NM_001013578,43,19,9,13,31,11,-2.818181818,0.120234769
Pard3,NM_001013580,0,0,0,0,0,0,0,1
Pard3,NM_001013581,0,0,0,0,0,0,0,1
Vmo1,NM_001013607,0,0,2,0,0,1,0,0.94949084
0610007P08Rik,NM_001013608,1173,789,660,629,981,644.5,-1.522110163,0.523664547
Tex24,NM_001013609,0,0,0,0,0,0,0,1
Trim6,NM_001013616,0,0,0,0,0,0,0,1
Ddn,NM_001013741,6,3,0,0,4.5,0,0,0.043981962
Zfp57,NM_001013745,0,0,0,0,0,0,0,1
Tmem151b,NM_001013749,0,0,0,0,0,0,0,1
Gm597,NM_001013750,0,0,0,0,0,0,0,1
Syna,NM_001013751,3,6,7,6,4.5,6.5,1.444444444,0.230940844
Pcdh17,NM_001013753,0,0,0,0,0,0,0,1
5730409E04Rik,NM_001013755,366,260,41,37,313,39,-8.025641026,1.75E-36
Grhl3,NM_001013756,0,0,0,0,0,0,0,1
Vwde,NM_001013757,0,0,0,0,0,0,0,1
Lingo3,NM_001013758,0,0,0,0,0,0,0,1
Gas2l2,NM_001013759,0,0,0,0,0,0,0,1
Gm4937,NM_001013760,0,0,0,0,0,0,0,1
Gm606,NM_001013761,0,0,0,0,0,0,0,1
Gm4952,NM_001013762,1,0,0,0,0.5,0,0,1
Ces1a,NM_001013764,0,0,0,0,0,0,0,1
Zscan4c,NM_001013765,0,0,0,1,0,0.5,0,1
Samd3,NM_001013766,0,0,0,0,0,0,0,1
Capn11,NM_001013767,0,0,0,0,0,0,0,1
Rsl1,NM_001013769,153,112,115,151,132.5,133,1.003773585,1.68E-05
Lipo1,NM_001013770,0,1,0,0,0.5,0,0,1
Gm973,NM_001013771,0,0,0,0,0,0,0,1
BC055004,NM_001013773,4,3,0,0,3.5,0,0,0.082790154
Kpna7,NM_001013774,0,0,0,0,0,0,0,1
Fbxw24,NM_001013776,0,0,0,0,0,0,0,1
Zfp488,NM_001013777,683,431,967,875,557,921,1.653500898,1.01E-39
Fam18a,NM_001013778,123,102,111,92,112.5,101.5,-1.108374384,0.003478063
Aim2,NM_001013779,1378,948,1363,1395,1163,1379,1.185726569,1.00E-20
Slc25a34,NM_001013780,3,1,0,2,2,1,-2,1
Fam71b,NM_001013783,0,0,0,0,0,0,0,1
E130309D14Rik,NM_001013784,6,3,0,0,4.5,0,0,0.043981962
Akr1c19,NM_001013785,0,0,0,0,0,0,0,1
Zfp187,NM_001013786,393,299,103,180,346,141.5,-2.445229682,0.000147277
Vmn1r209,NM_001013787,0,0,0,0,0,0,0,1
Fam105b,NM_001013792,997,827,584,570,912,577,-1.580589255,1
Spink6,NM_001013797,0,0,0,0,0,0,0,1
A530098C11Rik,NM_001013799,0,0,1,0,0,0.5,0,1
Macrod2,NM_001013802,7,1,2,2,4,2,-2,1
Flg2,NM_001013804,0,0,0,0,0,0,0,1
Ankrd13c,NM_001013806,712,473,582,539,592.5,560.5,-1.057091882,2.34E-08
Gm5591,NM_001013810,0,0,0,0,0,0,0,1
Fam169b,NM_001013811,0,0,0,0,0,0,0,1
Maml2,NM_001013813,205,144,43,40,174.5,41.5,-4.204819277,1.24E-11
Amt,NM_001013814,8,11,3,1,9.5,2,-4.75,0.137928077
Gm5622,NM_001013816,0,0,0,0,0,0,0,1
Sp140,NM_001013817,194,109,1464,1559,151.5,1511.5,9.97689769,2.40E-226
Slc22a28,NM_001013820,0,0,0,0,0,0,0,1
Krtap4-16,NM_001013823,0,0,0,0,0,0,0,1
Gm5662,NM_001013824,0,0,1,0,0,0.5,0,1
Dupd1,NM_001013826,0,0,0,0,0,0,0,1
Shf,NM_001013829,9,7,17,31,8,24,3,3.74E-08
Gpr31c,NM_001013832,0,0,27,20,0,23.5,0,3.70E-15
Prkg1,NM_001013833,10,1,6,7,5.5,6.5,1.181818182,0.352536141
Ptprd,NM_001014288,0,0,0,0,0,0,0,1
Dyrk2,NM_001014390,439,365,882,936,402,909,2.26119403,1.37E-61
Gpr113,NM_001014394,3,2,5,5,2.5,5,2,0.094232351
Fbxw22,NM_001014395,0,0,0,0,0,0,0,1
Gm13154,NM_001014397,0,0,0,0,0,0,0,1
Trcg1,NM_001014398,1,0,0,0,0.5,0,0,1
Abi3bp,NM_001014399,0,0,0,0,0,0,0,1
Abi3bp,NM_001014422,0,0,0,0,0,0,0,1
Abi3bp,NM_001014423,0,0,0,0,0,0,0,1
Abi3bp,NM_001014424,0,0,0,0,0,0,0,1
Scn2b,NM_001014761,0,1,0,0,0.5,0,0,1
4930404N11Rik,NM_001014836,399,293,183,160,346,171.5,-2.017492711,0.079961514
Zmynd12,NM_001014900,0,0,0,0,0,0,0,1
Snx13,NM_001014973,785,573,1023,905,679,964,1.419734904,9.40E-30
Ttll4,NM_001014974,932,628,522,467,780,494.5,-1.577350859,0.976501567
Espl1,NM_001014976,1565,1019,408,411,1292,409.5,-3.155067155,2.09E-16
Wdr7,NM_001014981,1190,870,576,595,1030,585.5,-1.759180188,0.781985366
Fam189b,NM_001014995,54,32,18,6,43,12,-3.583333333,0.003306745
Cenpj,NM_001014996,366,233,373,344,299.5,358.5,1.196994992,6.67E-15
Gm156,NM_001014997,0,0,0,0,0,0,0,1
Zfyve28,NM_001015039,9,8,1,2,8.5,1.5,-5.666666667,0.084349115
Rap1gap2,NM_001015046,0,0,1,0,0,0.5,0,1
G2e3,NM_001015099,729,444,165,160,586.5,162.5,-3.609230769,4.83E-17
Vprbp,NM_001015507,717,458,351,306,587.5,328.5,-1.788432268,0.767528909
E130308A19Rik,NM_001015681,68,46,12,18,57,15,-3.8,0.0002518
Tyw1,NM_001015876,771,523,195,196,647,195.5,-3.309462916,7.66E-15
Taf9,NM_001015889,3712,3112,1862,1849,3412,1855.5,-1.838857451,0.179373882
Arid3c,NM_001017362,0,0,0,0,0,0,0,1
MGC107098,NM_001017393,0,0,0,0,0,0,0,1
LOC100039753,NM_001017394,0,0,0,0,0,0,0,1
Tbata,NM_001017407,1,0,0,0,0.5,0,0,1
Tbata,NM_001017409,1,2,1,0,1.5,0.5,-3,1
Tbata,NM_001017419,2,0,0,0,1,0,0,1
Ear4,NM_001017422,0,0,0,0,0,0,0,1
Kdm6b,NM_001017426,528,339,1396,1085,433.5,1240.5,2.861591696,9.34E-90
Rasef,NM_001017427,0,0,0,0,0,0,0,1
Cox17,NM_001017429,176,152,218,205,164,211.5,1.289634146,2.98E-13
Tbata,NM_001017433,3,0,0,0,1.5,0,0,0.94949084
Tbata,NM_001017441,2,0,0,0,1,0,0,1
Btbd11,NM_001017525,0,0,0,0,0,0,0,1
Zscan18,NM_001017955,19,23,1,1,21,1,-21,2.42E-06
Lamp2,NM_001017959,3242,2259,3579,3371,2750.5,3475,1.263406653,8.92E-27
Ddi2,NM_001017966,1992,1397,930,787,1694.5,858.5,-1.973791497,0.034937601
Zdhhc18,NM_001017968,395,270,304,349,332.5,326.5,-1.018376723,5.83E-08
Foxred2,NM_001017983,1299,878,147,170,1088.5,158.5,-6.867507886,6.31E-60
C2cd3,NM_001017985,634,430,556,474,532,515,-1.033009709,9.13E-09
Dppa4,NM_001018002,0,0,0,0,0,0,0,1
Izumo1,NM_001018013,1,0,0,0,0.5,0,0,1
Grxcr1,NM_001018019,0,0,0,0,0,0,0,1
Otol1,NM_001018031,0,0,0,0,0,0,0,1
Sp3,NM_001018042,3654,2298,1826,1752,2976,1789,-1.663499162,1
Cxx1b,NM_001018063,0,0,0,1,0,0.5,0,1
Lce3f,NM_001018079,0,0,0,0,0,0,0,1
Ldoc1,NM_001018087,0,0,0,0,0,0,0,1
Trim15,NM_001024134,1,2,2,1,1.5,1.5,1,1
Kbtbd7,NM_001024135,306,194,165,141,250,153,-1.633986928,1
Anks6,NM_001024136,54,41,7,6,47.5,6.5,-7.307692308,1.59E-07
Pla2g4d,NM_001024137,0,0,0,0,0,0,0,1
Gpr139,NM_001024138,0,0,0,0,0,0,0,1
Adamts15,NM_001024139,0,0,0,0,0,0,0,1
Nxf3,NM_001024141,0,0,0,0,0,0,0,1
Fbxo10,NM_001024142,71,51,6,5,61,5.5,-11.09090909,2.18E-12
Pla2g4f,NM_001024145,1,0,0,0,0.5,0,0,1
Gm5868,NM_001024147,0,0,0,0,0,0,0,1
Ugt2a2,NM_001024148,0,0,0,0,0,0,0,1
Nufip2,NM_001024205,2949,1990,2139,2245,2469.5,2192,-1.126596715,5.51E-08
Trappc1,NM_001024206,257,222,121,86,239.5,103.5,-2.314009662,0.002856721
Defa24,NM_001024225,0,0,0,0,0,0,0,1
Gm5431,NM_001024230,109,66,725,737,87.5,731,8.354285714,2.17E-162
Crls1,NM_001024385,1197,861,431,483,1029,457,-2.251641138,0.000168718
Add1,NM_001024458,1639,1223,838,753,1431,795.5,-1.798868636,0.466324141
Bcat1,NM_001024468,2336,1675,1188,977,2005.5,1082.5,-1.852655889,0.228335888
Diras2,NM_001024474,0,0,0,0,0,0,0,1
Cdhr3,NM_001024478,6,5,5,2,5.5,3.5,-1.571428571,1
Dcun1d2,NM_001024504,656,502,325,370,579,347.5,-1.66618705,1
Brd9,NM_001024508,454,297,279,275,375.5,277,-1.355595668,0.05067758
Fam149b,NM_001024512,85,64,33,26,74.5,29.5,-2.525423729,0.029467577
Larp4,NM_001024526,6493,3622,2660,2530,5057.5,2595,-1.94894027,0.079510893
Shc2,NM_001024539,0,1,0,0,0.5,0,0,1
Snx32,NM_001024560,25,18,14,18,21.5,16,-1.34375,0.94949084
AW555464,NM_001024602,593,481,377,405,537,391,-1.373401535,0.075899774
Ankrd28,NM_001024604,1004,631,188,164,817.5,176,-4.644886364,1.38E-31
Pdp2,NM_001024606,489,364,242,245,426.5,243.5,-1.751540041,0.948110058
1700007G11Rik,NM_001024614,0,0,0,0,0,0,0,1
B230208H17Rik,NM_001024616,1731,1353,646,571,1542,608.5,-2.534100247,1.10E-08
Inpp4b,NM_001024617,122,87,48,39,104.5,43.5,-2.402298851,0.030634612
Xirp2,NM_001024618,0,0,0,0,0,0,0,1
Tsku,NM_001024619,220,181,12,13,200.5,12.5,-16.04,1.34E-40
Pcnp,NM_001024622,2285,1563,1338,1253,1924,1295.5,-1.485140872,0.268694831
Cdkl5,NM_001024624,1,0,0,1,0.5,0.5,1,1
Zfp873,NM_001024626,89,43,9,13,66,11,-6,3.54E-08
Lrrc16b,NM_001024645,0,1,0,0,0.5,0,0,1
AB099516,NM_001024672,0,0,0,0,0,0,0,1
Il28a,NM_001024673,0,0,0,0,0,0,0,1
Cpa2,NM_001024698,2,0,0,1,1,0.5,-2,1
Zbtb45,NM_001024699,209,151,76,56,180,66,-2.727272727,0.000102349
